Order ID,Date,Customer ID,Product,Quantity,Unit Price,Shipping Address,Payment Method,Order Status,Tracking Number,Items In Cart,Coupon Code,Referral Source,Revenue,Year,Month Name,,
Ord200492,10/25/2023 0:00,C39074,Laptop,5,$606.52,103 Main St,Debit Card,Shipped,Trk13027036,6,Save10,Instagram,"$3,032.60",2023,October,,
Ord200542,11/14/2023 0:00,C49726,Tablet,1,$17.98,934 Main St,Cash,Cancelled,Trk20739460,6,Freeship,Email,$17.98,2023,November,,
Ord200551,5/18/2023 0:00,C23947,Laptop,1,$120.98,353 Main St,Debit Card,Delivered,Trk74812710,6,Winter15,Email,$120.98,2023,May,,
Ord200562,10/6/2023 0:00,C76675,Laptop,3,$663.93,922 Main St,Gift Card,Returned,Trk28043915,6,Freeship,Email,"$1,991.79",2023,October,,
Ord200635,12/13/2023 0:00,C12818,Chair,3,$63.68,434 Main St,Cash,Returned,Trk40879983,6,Unknown,Facebook,$191.04,2023,December,,
Ord200657,12/24/2023 0:00,C19384,Tablet,4,$87.79,532 Main St,Cash,Cancelled,Trk33207064,6,Freeship,Instagram,$351.16,2023,December,,
Ord200665,5/2/2023 0:00,C83653,Tablet,4,$231.26,253 Main St,Online,Shipped,Trk32619935,6,Winter15,Google,$925.04,2023,May,,
Ord200729,9/8/2023 0:00,C36997,Phone,4,$186.41,819 Main St,Gift Card,Pending,Trk92794872,6,Save10,Google,$745.64,2023,September,,
Ord200792,6/16/2023 0:00,C41709,Desk,2,$356.35,746 Main St,Debit Card,Returned,Trk90995294,6,Winter15,Facebook,$712.70,2023,June,,
Ord200820,5/27/2023 0:00,C35377,Phone,5,$623.81,171 Main St,Cash,Returned,Trk17342157,6,Freeship,Email,"$3,119.05",2023,May,,
Ord200829,2/5/2023 0:00,C39551,Monitor,1,$76.93,685 Main St,Debit Card,Delivered,Trk68358007,6,Winter15,Instagram,$76.93,2023,February,,
Ord200875,8/3/2023 0:00,C25918,Laptop,5,$133.39,203 Main St,Credit Card,Delivered,Trk66473392,6,Freeship,Referral,$666.95,2023,August,,
Ord200881,1/3/2023 0:00,C59579,Tablet,2,$448.85,386 Main St,Credit Card,Pending,Trk48000034,6,Unknown,Instagram,$897.70,2023,January,,
Ord200895,11/9/2023 0:00,C81882,Chair,3,$154.64,832 Main St,Debit Card,Pending,Trk62371264,6,Winter15,Facebook,$463.92,2023,November,,
Ord200905,11/23/2023 0:00,C67818,Laptop,1,$442.39,101 Main St,Gift Card,Pending,Trk81978113,6,Freeship,Facebook,$442.39,2023,November,,
Ord200938,7/12/2023 0:00,C39017,Chair,3,$331.46,696 Main St,Credit Card,Cancelled,Trk91155214,6,Winter15,Referral,$994.38,2023,July,,
Ord200943,12/27/2023 0:00,C43330,Monitor,3,$193.49,355 Main St,Gift Card,Returned,Trk71594838,6,Freeship,Facebook,$580.47,2023,December,,
Ord200975,5/18/2023 0:00,C70529,Desk,1,$105.92,974 Main St,Gift Card,Returned,Trk82165408,6,Save10,Email,$105.92,2023,May,,
Ord200997,11/27/2023 0:00,C26210,Laptop,3,$444.75,805 Main St,Cash,Delivered,Trk40616861,6,Save10,Facebook,"$1,334.25",2023,November,,
Ord200998,5/19/2023 0:00,C90350,Phone,2,$183.67,783 Main St,Debit Card,Cancelled,Trk22824230,6,Save10,Google,$367.34,2023,May,,
Ord200999,12/24/2023 0:00,C61957,Printer,1,$483.38,652 Main St,Cash,Pending,Trk43983841,6,Freeship,Google,$483.38,2023,December,,
Ord201001,12/8/2023 0:00,C31371,Printer,2,$253.68,122 Main St,Gift Card,Shipped,Trk19554327,6,Unknown,Referral,$507.36,2023,December,,
Ord201005,3/2/2023 0:00,C38065,Printer,3,$392.85,426 Main St,Credit Card,Returned,Trk11448295,6,Unknown,Google,"$1,178.55",2023,March,,
Ord201010,3/31/2023 0:00,C33729,Monitor,3,$659.57,533 Main St,Credit Card,Cancelled,Trk35649833,6,Save10,Email,"$1,978.71",2023,March,,
Ord201028,2/17/2023 0:00,C60042,Desk,4,$440.31,610 Main St,Cash,Cancelled,Trk84651559,6,Unknown,Instagram,"$1,761.24",2023,February,,
Ord201030,10/2/2023 0:00,C61773,Phone,4,$245.28,176 Main St,Credit Card,Delivered,Trk12936357,6,Winter15,Email,$981.12,2023,October,,
Ord201032,4/20/2023 0:00,C26188,Chair,1,$618.68,990 Main St,Online,Delivered,Trk61634201,6,Winter15,Referral,$618.68,2023,April,,
Ord201047,6/23/2023 0:00,C81726,Chair,4,$540.34,394 Main St,Gift Card,Shipped,Trk69872994,6,Winter15,Referral,"$2,161.36",2023,June,,
Ord201076,5/8/2023 0:00,C99116,Laptop,4,$686.61,176 Main St,Cash,Shipped,Trk52711973,6,Unknown,Referral,"$2,746.44",2023,May,,
Ord201088,11/30/2023 0:00,C49831,Desk,3,$491.43,213 Main St,Gift Card,Shipped,Trk21232601,6,Winter15,Instagram,"$1,474.29",2023,November,,
Ord201090,2/25/2023 0:00,C61225,Monitor,2,$650.25,996 Main St,Gift Card,Returned,Trk37022954,6,Unknown,Instagram,"$1,300.50",2023,February,,
Ord201092,8/21/2023 0:00,C38642,Laptop,5,$209.20,930 Main St,Debit Card,Delivered,Trk47744396,6,Winter15,Email,"$1,046.00",2023,August,,
Ord201094,6/28/2023 0:00,C66093,Printer,4,$648.91,615 Main St,Credit Card,Shipped,Trk54950785,6,Save10,Instagram,"$2,595.64",2023,June,,
Ord201100,8/17/2023 0:00,C15146,Laptop,5,$38.11,428 Main St,Debit Card,Cancelled,Trk79790530,6,Winter15,Instagram,$190.55,2023,August,,
Ord201106,3/12/2023 0:00,C34555,Chair,1,$372.80,903 Main St,Cash,Cancelled,Trk72859458,6,Save10,Facebook,$372.80,2023,March,,
Ord201123,4/14/2023 0:00,C68936,Tablet,3,$554.25,843 Main St,Debit Card,Shipped,Trk73163634,6,Winter15,Referral,"$1,662.75",2023,April,,
Ord201155,8/13/2023 0:00,C41478,Printer,4,$534.57,667 Main St,Credit Card,Delivered,Trk62068126,6,Freeship,Facebook,"$2,138.28",2023,August,,
Ord201161,10/16/2023 0:00,C32570,Phone,1,$11.39,826 Main St,Cash,Cancelled,Trk35969968,6,Winter15,Email,$11.39,2023,October,,
Ord201168,4/8/2023 0:00,C89559,Laptop,2,$331.42,297 Main St,Credit Card,Delivered,Trk82838108,6,Winter15,Google,$662.84,2023,April,,
Ord201179,1/8/2023 0:00,C84630,Laptop,5,$518.55,907 Main St,Credit Card,Cancelled,Trk48054997,6,Winter15,Instagram,"$2,592.75",2023,January,,
Ord201183,4/5/2023 0:00,C12607,Desk,1,$281.52,460 Main St,Gift Card,Shipped,Trk83653396,6,Winter15,Referral,$281.52,2023,April,,
Ord201186,11/18/2023 0:00,C65497,Monitor,1,$163.32,676 Main St,Cash,Shipped,Trk83702761,6,Winter15,Facebook,$163.32,2023,November,,
Ord201199,6/11/2023 0:00,C57502,Tablet,4,$560.58,201 Main St,Gift Card,Returned,Trk51116746,6,Save10,Referral,"$2,242.32",2023,June,,
Ord200003,10/15/2023 0:00,C33540,Chair,1,$273.19,275 Main St,Debit Card,Returned,Trk62788070,5,Save10,Facebook,$273.19,2023,October,,
Ord200028,11/21/2023 0:00,C59823,Phone,4,$160.07,568 Main St,Online,Pending,Trk65895539,5,Unknown,Email,$640.28,2023,November,,
Ord200034,1/7/2023 0:00,C67195,Chair,4,$576.52,926 Main St,Credit Card,Pending,Trk55467915,5,Winter15,Facebook,"$2,306.08",2023,January,,
Ord200056,5/21/2023 0:00,C54298,Tablet,3,$479.21,566 Main St,Cash,Cancelled,Trk62902341,5,Winter15,Referral,"$1,437.63",2023,May,,
Ord200068,12/11/2023 0:00,C41598,Chair,3,$490.92,709 Main St,Credit Card,Pending,Trk81665940,5,Freeship,Email,"$1,472.76",2023,December,,
Ord200074,6/24/2023 0:00,C25382,Phone,5,$90.87,622 Main St,Cash,Pending,Trk64691287,5,Unknown,Instagram,$454.35,2023,June,,
Ord200075,9/26/2023 0:00,C80651,Tablet,3,$398.17,917 Main St,Debit Card,Delivered,Trk14846720,5,Save10,Email,"$1,194.51",2023,September,,
Ord200117,3/8/2023 0:00,C49187,Tablet,1,$535.50,593 Main St,Gift Card,Cancelled,Trk81888598,5,Winter15,Referral,$535.50,2023,March,,
Ord200123,7/6/2023 0:00,C86064,Desk,3,$278.04,727 Main St,Online,Delivered,Trk62182901,5,Unknown,Instagram,$834.12,2023,July,,
Ord200131,1/8/2023 0:00,C72862,Tablet,1,$84.80,606 Main St,Gift Card,Pending,Trk51648833,5,Unknown,Instagram,$84.80,2023,January,,
Ord200135,8/4/2023 0:00,C79909,Printer,2,$68.81,642 Main St,Gift Card,Shipped,Trk86742257,5,Save10,Referral,$137.62,2023,August,,
Ord200150,12/13/2023 0:00,C25503,Phone,2,$105.57,981 Main St,Debit Card,Returned,Trk29878837,5,Winter15,Google,$211.14,2023,December,,
Ord200159,10/31/2023 0:00,C48965,Printer,1,$299.35,819 Main St,Credit Card,Cancelled,Trk50921780,5,Winter15,Email,$299.35,2023,October,,
Ord200164,12/28/2023 0:00,C70566,Desk,5,$536.58,667 Main St,Gift Card,Pending,Trk49673411,5,Save10,Google,"$2,682.90",2023,December,,
Ord200189,7/5/2023 0:00,C48939,Printer,5,$429.45,597 Main St,Gift Card,Cancelled,Trk62786764,5,Winter15,Email,"$2,147.25",2023,July,,
Ord200192,8/11/2023 0:00,C58410,Desk,1,$645.46,151 Main St,Gift Card,Cancelled,Trk19749672,5,Save10,Google,$645.46,2023,August,,
Ord200197,8/27/2023 0:00,C80135,Laptop,5,$221.51,723 Main St,Cash,Returned,Trk95222269,5,Winter15,Referral,"$1,107.55",2023,August,,
Ord200215,8/10/2023 0:00,C26767,Printer,1,$303.60,432 Main St,Cash,Shipped,Trk24585307,5,Freeship,Facebook,$303.60,2023,August,,
Ord200254,12/26/2023 0:00,C10866,Monitor,3,$263.19,770 Main St,Online,Delivered,Trk34809583,5,Unknown,Instagram,$789.57,2023,December,,
Ord200262,1/10/2023 0:00,C69476,Phone,4,$249.07,642 Main St,Credit Card,Returned,Trk65869386,5,Winter15,Referral,$996.28,2023,January,,
Ord200270,6/4/2023 0:00,C13540,Printer,4,$309.91,127 Main St,Debit Card,Shipped,Trk81087373,5,Winter15,Google,"$1,239.64",2023,June,,
Ord200274,2/4/2023 0:00,C50967,Phone,2,$182.40,884 Main St,Gift Card,Cancelled,Trk65300814,5,Save10,Referral,$364.80,2023,February,,
Ord200287,11/24/2023 0:00,C70437,Chair,4,$655.18,630 Main St,Online,Shipped,Trk26628830,5,Unknown,Facebook,"$2,620.72",2023,November,,
Ord200317,4/10/2023 0:00,C88370,Monitor,2,$139.95,339 Main St,Online,Returned,Trk22575151,5,Unknown,Instagram,$279.90,2023,April,,
Ord200327,7/25/2023 0:00,C17302,Phone,1,$359.99,385 Main St,Gift Card,Cancelled,Trk43940016,5,Save10,Email,$359.99,2023,July,,
Ord200359,6/9/2023 0:00,C95643,Desk,4,$606.57,303 Main St,Debit Card,Delivered,Trk23286689,5,Winter15,Referral,"$2,426.28",2023,June,,
Ord200362,6/27/2023 0:00,C53697,Monitor,4,$206.84,312 Main St,Cash,Cancelled,Trk60476656,5,Winter15,Instagram,$827.36,2023,June,,
Ord200402,4/9/2023 0:00,C83026,Printer,5,$337.38,858 Main St,Gift Card,Shipped,Trk79746259,5,Unknown,Referral,"$1,686.90",2023,April,,
Ord200416,7/18/2023 0:00,C20881,Laptop,2,$644.05,652 Main St,Gift Card,Cancelled,Trk26263902,5,Winter15,Referral,"$1,288.10",2023,July,,
Ord200417,10/24/2023 0:00,C44492,Laptop,5,$55.41,954 Main St,Online,Cancelled,Trk51429869,5,Unknown,Google,$277.05,2023,October,,
Ord200421,10/15/2023 0:00,C50683,Chair,2,$288.21,769 Main St,Debit Card,Cancelled,Trk53032122,5,Unknown,Email,$576.42,2023,October,,
Ord200425,3/9/2023 0:00,C40648,Laptop,2,$301.88,488 Main St,Gift Card,Returned,Trk25325993,5,Winter15,Email,$603.76,2023,March,,
Ord200436,2/11/2023 0:00,C14568,Laptop,4,$221.33,651 Main St,Online,Pending,Trk73545796,5,Unknown,Google,$885.32,2023,February,,
Ord200452,7/23/2023 0:00,C36467,Printer,1,$75.78,581 Main St,Cash,Pending,Trk20863987,5,Save10,Google,$75.78,2023,July,,
Ord200469,11/26/2023 0:00,C13877,Chair,5,$676.98,893 Main St,Cash,Cancelled,Trk17254691,5,Unknown,Facebook,"$3,384.90",2023,November,,
Ord200470,9/29/2023 0:00,C25149,Tablet,4,$263.62,672 Main St,Cash,Shipped,Trk33538608,5,Save10,Email,"$1,054.48",2023,September,,
Ord200481,4/23/2023 0:00,C94568,Laptop,4,$484.85,317 Main St,Debit Card,Delivered,Trk58653915,5,Winter15,Referral,"$1,939.40",2023,April,,
Ord200486,2/3/2023 0:00,C88981,Printer,4,$611.26,558 Main St,Cash,Shipped,Trk75267873,5,Save10,Referral,"$2,445.04",2023,February,,
Ord200491,1/5/2023 0:00,C98168,Phone,5,$420.70,481 Main St,Cash,Pending,Trk56423359,5,Winter15,Facebook,"$2,103.50",2023,January,,
Ord200507,7/5/2023 0:00,C86481,Phone,1,$171.59,546 Main St,Credit Card,Pending,Trk87513944,5,Winter15,Email,$171.59,2023,July,,
Ord200520,3/10/2023 0:00,C66332,Monitor,3,$635.98,959 Main St,Cash,Returned,Trk27063398,5,Unknown,Referral,"$1,907.94",2023,March,,
Ord200639,1/20/2023 0:00,C22534,Chair,1,$529.19,391 Main St,Cash,Cancelled,Trk17415798,5,Unknown,Referral,$529.19,2023,January,,
Ord200667,5/3/2023 0:00,C10477,Laptop,1,$466.42,172 Main St,Gift Card,Pending,Trk41505339,5,Save10,Email,$466.42,2023,May,,
Ord200669,2/5/2023 0:00,C60547,Desk,1,$257.00,812 Main St,Debit Card,Cancelled,Trk65694249,5,Unknown,Referral,$257.00,2023,February,,
Ord200679,2/2/2023 0:00,C40798,Tablet,3,$360.66,304 Main St,Online,Returned,Trk66106697,5,Freeship,Instagram,"$1,081.98",2023,February,,
Ord200682,7/23/2023 0:00,C50274,Monitor,3,$509.42,449 Main St,Credit Card,Cancelled,Trk91729086,5,Freeship,Google,"$1,528.26",2023,July,,
Ord200687,9/13/2023 0:00,C19742,Tablet,1,$332.09,408 Main St,Gift Card,Returned,Trk68845230,5,Freeship,Instagram,$332.09,2023,September,,
Ord200692,1/23/2023 0:00,C25534,Desk,5,$196.84,319 Main St,Credit Card,Delivered,Trk68347402,5,Winter15,Instagram,$984.20,2023,January,,
Ord200725,3/12/2023 0:00,C95269,Chair,2,$194.85,372 Main St,Gift Card,Returned,Trk45670926,5,Unknown,Referral,$389.70,2023,March,,
Ord200765,10/6/2023 0:00,C36150,Laptop,2,$534.91,281 Main St,Debit Card,Returned,Trk96249043,5,Save10,Google,"$1,069.82",2023,October,,
Ord200769,7/6/2023 0:00,C13366,Printer,4,$678.55,568 Main St,Cash,Delivered,Trk98691410,5,Unknown,Email,"$2,714.20",2023,July,,
Ord200775,3/4/2023 0:00,C73941,Phone,2,$625.22,569 Main St,Online,Cancelled,Trk22051900,5,Unknown,Google,"$1,250.44",2023,March,,
Ord200776,8/21/2023 0:00,C69168,Tablet,1,$21.19,482 Main St,Cash,Returned,Trk10446197,5,Winter15,Google,$21.19,2023,August,,
Ord200788,11/2/2023 0:00,C47307,Chair,2,$601.43,761 Main St,Online,Pending,Trk43516112,5,Freeship,Instagram,"$1,202.86",2023,November,,
Ord200803,8/20/2023 0:00,C88775,Monitor,5,$397.81,223 Main St,Debit Card,Returned,Trk45098068,5,Save10,Referral,"$1,989.05",2023,August,,
Ord200810,5/31/2023 0:00,C23637,Tablet,1,$553.56,644 Main St,Credit Card,Cancelled,Trk16749863,5,Unknown,Referral,$553.56,2023,May,,
Ord200827,5/25/2023 0:00,C95856,Tablet,2,$639.88,432 Main St,Cash,Delivered,Trk58829625,5,Winter15,Instagram,"$1,279.76",2023,May,,
Ord200831,12/18/2023 0:00,C20124,Printer,2,$88.73,140 Main St,Online,Pending,Trk61346824,5,Unknown,Google,$177.46,2023,December,,
Ord200839,8/24/2023 0:00,C82858,Chair,3,$197.97,551 Main St,Online,Cancelled,Trk90618490,5,Unknown,Google,$593.91,2023,August,,
Ord200845,10/8/2023 0:00,C24212,Phone,3,$107.36,808 Main St,Gift Card,Delivered,Trk68894675,5,Freeship,Google,$322.08,2023,October,,
Ord200848,1/1/2023 0:00,C54675,Chair,2,$645.85,634 Main St,Online,Shipped,Trk18049633,5,Unknown,Referral,"$1,291.70",2023,January,,
Ord200851,12/12/2023 0:00,C80183,Laptop,1,$365.57,146 Main St,Online,Cancelled,Trk20814598,5,Save10,Email,$365.57,2023,December,,
Ord200862,12/2/2023 0:00,C37969,Desk,3,$120.82,799 Main St,Credit Card,Shipped,Trk69852386,5,Save10,Referral,$362.46,2023,December,,
Ord200878,6/1/2023 0:00,C73873,Desk,2,$330.69,393 Main St,Online,Cancelled,Trk56423132,5,Save10,Google,$661.38,2023,June,,
Ord200890,8/11/2023 0:00,C51921,Laptop,3,$439.53,943 Main St,Debit Card,Pending,Trk85741716,5,Unknown,Google,"$1,318.59",2023,August,,
Ord200974,9/27/2023 0:00,C30722,Desk,5,$266.78,274 Main St,Gift Card,Cancelled,Trk52088168,5,Unknown,Email,"$1,333.90",2023,September,,
Ord200995,11/18/2023 0:00,C99271,Monitor,2,$113.29,959 Main St,Cash,Pending,Trk87832736,5,Save10,Facebook,$226.58,2023,November,,
Ord201035,11/12/2023 0:00,C70315,Laptop,4,$506.11,911 Main St,Cash,Cancelled,Trk97732085,5,Unknown,Referral,"$2,024.44",2023,November,,
Ord201040,11/15/2023 0:00,C13169,Tablet,1,$536.07,932 Main St,Debit Card,Delivered,Trk66288666,5,Freeship,Google,$536.07,2023,November,,
Ord201062,8/23/2023 0:00,C13501,Chair,5,$85.52,301 Main St,Gift Card,Cancelled,Trk65149372,5,Unknown,Facebook,$427.60,2023,August,,
Ord201066,12/20/2023 0:00,C10791,Desk,1,$355.09,674 Main St,Debit Card,Cancelled,Trk20321248,5,Save10,Instagram,$355.09,2023,December,,
Ord201081,4/21/2023 0:00,C55636,Monitor,4,$425.60,494 Main St,Credit Card,Pending,Trk85897054,5,Freeship,Google,"$1,702.40",2023,April,,
Ord201082,10/6/2023 0:00,C96595,Chair,3,$573.22,177 Main St,Debit Card,Pending,Trk59779174,5,Save10,Email,"$1,719.66",2023,October,,
Ord201086,12/23/2023 0:00,C46967,Tablet,2,$513.42,401 Main St,Online,Pending,Trk91439791,5,Winter15,Instagram,"$1,026.84",2023,December,,
Ord201103,4/24/2023 0:00,C90292,Laptop,4,$276.32,129 Main St,Online,Delivered,Trk26270357,5,Unknown,Google,"$1,105.28",2023,April,,
Ord201108,3/20/2023 0:00,C35136,Laptop,1,$634.94,462 Main St,Online,Cancelled,Trk49753703,5,Winter15,Instagram,$634.94,2023,March,,
Ord201124,5/9/2023 0:00,C33744,Chair,4,$576.87,888 Main St,Gift Card,Returned,Trk40245983,5,Unknown,Instagram,"$2,307.48",2023,May,,
Ord201128,8/17/2023 0:00,C49198,Monitor,3,$646.79,447 Main St,Cash,Cancelled,Trk10883354,5,Winter15,Google,"$1,940.37",2023,August,,
Ord201143,4/3/2023 0:00,C41132,Chair,1,$381.61,114 Main St,Debit Card,Pending,Trk51040137,5,Unknown,Email,$381.61,2023,April,,
Ord201167,10/17/2023 0:00,C17966,Printer,2,$92.87,360 Main St,Credit Card,Pending,Trk31169396,5,Freeship,Facebook,$185.74,2023,October,,
Ord201174,11/27/2023 0:00,C50159,Printer,3,$222.34,105 Main St,Credit Card,Returned,Trk53737452,5,Winter15,Email,$667.02,2023,November,,
